767, TreeHouse Foods, ths,2.13%, Oak Brook, IL, Food Consumer Products,
768, Arch Coal, aci,2.95%, St.Louis, MO, Mining,
769, KLA - Tencor, klac,1.36%, Milpitas, CA, Semiconductors and Other Electronic Components,
770, Crane, cr,-0.07%, Stamford, CT, Industrial Machinery,
771, Iasis Healthcare, ,, Franklin, TN, Health Care: Medical Facilities,
772, Babcock & Wilcox, bwc,1.34%, Charlotte, NC, Industrial Machinery,
773, Dentsply International, xray,0.44%, York, PA, Medical Products and Equipment,
774, Tribune Media, trco,1.27%, Chicago, IL, Entertainment,
775, ScanSource, scsc,2.54%, Greenville, SC, Wholesalers: Electronics and Office Equipment,
776, Univision Communications, ,, New York, NY, Entertainment,
777, Brinker International, eat,-0.43%, Dallas, TX, Food Services,
778, Exterran Holdings, exh,1.28%, Houston, TX, Oil and Gas Equipment,
779, Carter 's##, cri,1.01%, , Atlanta, GA,
780, Analog Devices, adi,-0.10%, Norwood, MA, Semiconductors and Other Electronic Components,
781, Genesco, gco,0.18%, Nashville, TN, Specialty Retailers: Apparel,
782, Scotts Miracle - Gro, smg,0.42%, Marysville, OH, Chemicals,
783, Convergys, cvg,1.08%, Cincinnati, OH, Diversified Outsourcing Services,
784, Exide Technologies, ,, Milton, GA, Motor Vehicles and Parts,
785, WABCO Holdings, wbc,-0.66%, Rochester Hills, MI, Motor Vehicles and Parts,
786, Kennametal, kmt,0.28%, Latrobe, PA, Industrial Machinery,
787, Amerco, uhal,0.22%, Reno, NV, Trucking,
788, Bon - Ton Stores, bont,-0.42%, York, PA, General Merchandisers,
789, Team Health Holdings, tmh,2.47%, Knoxville, TN, Health Care: Pharmacy and Other Services,
790, Regeneron Pharmaceuticals, regn,0.54%, Tarrytown, NY, Pharmaceuticals,
791, Springleaf Holdings, leaf,1.10%, Evansville, IN, Diversified Financials,
792, Lincoln Electric Holdings, leco,-2.83%, Cleveland, OH, Industrial Machinery,
793, Dresser - Rand Group, drc,0.15%, Houston, TX, Industrial Machinery,
794, West, wstc,0.63%, Omaha, NE, Diversified Outsourcing Services,
795, Benchmark Electronics, bhe,0.66%, Angleton, TX, Semiconductors and Other Electronic Components,
796, Pall, pll,-0.10%, Port Washington, NY, Industrial Machinery,
797, Old Dominion Freight Line, odfl,-0.09%, Thomasville, NC, Trucking,
798, MSC Industrial Direct, msm,-0.07%, Melville, NY, Wholesalers: Diversified,
799, Sentry Insurance Group, ,, Stevens Point, WI, Insurance: Property and Casualty(Mutual),
800, Sigma - Aldrich, sial,-0.04%, St.Louis, MO, Chemicals,
801, WGL Holdings, wgl,1.93%, Washington, DC, Energy,
802, Weis Markets, wmk,-0.78%, Sunbury, PA, Food and Drug Stores,
803, Sanderson Farms, safm,-0.08%, Laurel, MS, Food Production,
804, StanCorp Financial Group, sfg,1.21%, Portland, OR, Insurance: Life,
805, Hyster - Yale Materials Handling, hy,0.31%, Cleveland, OH, Industrial Machinery,
806, Wolverine World Wide, www,0.62%, Rockford, MI, Apparel,
807, DST Systems, dst,0.94%, Kansas City, MO, Financial Data Services,
808, Legg Mason, lm,0.25%, Baltimore, MD, Securities,
809, Teradata, ,, Dayton, OH, Computer Software,
810, Aaron 's##, aan,1.49%, , Atlanta, GA,
811, Antero Resources, ar,-0.47%, Denver, CO, Mining,
812, Metaldyne Performance Group, mpg,0.38%, Plymouth, MI, Motor Vehicles and Parts,
813, Range Resources, rrc,2.65%, Fort Worth, TX, Mining,
814, Vornado Realty Trust, vno,0.75%, New York, NY, Real estate,
815, Boyd Gaming, byd,-1.31%, Las Vegas, NV, Hotels,0
816, Covance, ,, Princeton, NJ, Health Care: Pharmacy and Other Services,
817, Armstrong World Industries, awi,0.28%, Lancaster, PA, Building Materials,
818, Cracker Barrel Old Country Store, cbrl,0.30%, Lebanon, TN, Food Services,
819, Chico 's FAS##, chs,0.54%, , Fort Myers, FL,
820, Scripps Networks Interactive, sni,-0.40%, Knoxville, TN, Entertainment,
821, Universal Forest Products, ufpi,1.32%, Grand Rapids, MI, Forest and Paper Products,
822, Concho Resources, cxo,0.73%, Midland, TX, Mining,
823, ITT, itt,-0.50%, White Plains, NY, Industrial Machinery,
824, HCC Insurance Holdings, hcc,-0.09%, Houston, TX, Insurance: Property and Casualty(Stock),
825, Moog, ,, East Aurora, NY, Aerospace and Defense,
826, IMS Health Holdings, ims,1.46%, Danbury, CT, Health Care: Pharmacy and Other Services,
827, Cinemark Holdings, cnk,-0.94%, Plano, TX, Entertainment,
828, Comerica, cma,0.52%, Dallas, TX, Commercial Banks,
829, Equity Residential, eqr,1.58%, Chicago, IL, Real estate,
830, Ryland Group, ryl,0.89%, Westlake Village, CA, Homebuilders,
831, GNC Holdings, gnc,0.63%, Pittsburgh, PA, Food and Drug Stores,
832, ArcBest, arcb,-1.83%, Fort Smith, AR, Trucking,
833, Vectren, vvc,0.83%, Evansville, IN, Utilities: Gas and Electric,
834, Curtiss - Wright, cw,0.54%, Charlotte, NC, Aerospace and Defense,
835, Tupperware Brands, tup,0.35%, Orlando, FL, Household and Personal Products,
836, Westar Energy, wr,0.23%, Topeka, KS, Utilities: Gas and Electric,
837, Albemarle, alb,0.10%, Baton Rouge, LA, Chemicals,
838, AptarGroup, atr,0.98%, Crystal Lake, IL, Packaging,
839, Pinnacle Foods, pf,1.55%, Parsippany, NJ, Food Consumer Products,
840, Penn National Gaming, penn,0.51%, Wyomissing, PA, Hotels,0
841, J.Crew Group, ,, New York, NY, Specialty Retailers: Apparel,
842, Vantiv, vntv,0.00%, Symmes Township, OH, Financial Data Services,
843, Kansas City Southern, ksu,0.10%, Kansas City, MO, Railroads,
844, Caleres, cal,0.34%, St.Louis, MO, Specialty Retailers: Apparel,
845, Nu Skin Enterprises, nus,0.54%, Provo, UT, Household and Personal Products,
846, Great Plains Energy, gxp,0.33%, Kansas City, MO, Utilities: Gas and Electric,
847, Kirby, kex,0.01%, Houston, TX, zMiscellaneous,
848, General Growth Properties, ggp,0.56%, Chicago, IL, Real estate,
849, Broadridge Financial Solutions, br,0.56%, Lake Success, NY, Financial Data Services,
850, Stericycle, srcl,0.53%, Lake Forest, IL, Waste Management,
851, Global Payments, gpn,1.08%, Atlanta, GA, Financial Data Services,
852, Nortek, ntk,0.06%, Providence, RI, Industrial Machinery,
853, Schnitzer Steel Industries, schn,1.94%, Portland, OR, Metals,
854, Universal, uvv,0.04%, Richmond, VA, Tobacco,
855, ANN, ann,0.59%, New York, NY, Specialty Retailers: Apparel,
856, Hologic, holx,1.15%, Bedford, MA, Medical Products and Equipment,
857, Panera Bread, pnra,-0.74%, St.Louis, MO, Food Services,
858, AOL, aol,-0.10%, New York, NY, Internet Services and Retailing,
859, SM Energy, sm,1.95%, Denver, CO, Mining,
860, Paychex, payx,0.46%, Rochester, NY, Diversified Outsourcing Services,
861, PriceSmart, psmt,1.45%, San Diego, CA, Specialty Retailers: Other,
862, Autodesk, adsk,-0.23%, San Rafael, CA, Computer Software,
863, Affiliated Managers Group, amg,1.17%, Prides Crossing, MA, Securities,
864, Tops Holding, ,, Williamsville, NY, Food and Drug Stores,
865, Dynegy, dyn,0.38%, Houston, TX, Energy,
866, DSW, dsw,1.91%, Columbus, OH, Specialty Retailers: Apparel,
867, Vishay Intertechnology, vsh,-0.32%, Malvern, PA, Semiconductors and Other Electronic Components,
868, Mettler - Toledo International, mtd,0.83%, Columbus, OH, Scientific,
869, SunEdison, sune,2.28%, Maryland Heights, MO, Semiconductors and Other Electronic Components,
870, Tetra Tech, ttek,-0.35%, Pasadena, CA, Engineering,
871, Momentive Performance Materials, ,, Waterford, NY, Chemicals,
872, EnerSys, ens,2.16%, Reading, PA, Electronics,
873, Donaldson, dci,0.58%, Minneapolis, MN, Industrial Machinery,
874, EQT, eqt,0.56%, Pittsburgh, PA, Energy,
875, Monster Beverage, mnst,4.15%, Corona, CA, Beverages,
876, PC Connection, pccc,3.83%, Merrimack, NH, Specialty Retailers: Other,
877, Total System Services, tss,1.68%, Columbus, GA, Financial Data Services,
878, ServiceMaster Global Holdings, serv,0.43%, Memphis, TN, Diversified Outsourcing Services,
879, Medical Mutual of Ohio, ,, Cleveland, OH, Insurance: Life,
880, Applied Industrial Technologies, ait,-0.28%, Cleveland, OH, Wholesalers: Diversified,
881, Maxim Integrated Products, mxim,-0.29%, San Jose, CA, Semiconductors and Other Electronic Components,
882, OGE Energy, oge,0.52%, Oklahoma City, OK, Utilities: Gas and Electric,
883, A.Schulman, shlm,2.12%, Fairlawn, OH, Chemicals,
884, Equinix, eqix,-0.06%, Redwood City, CA, Telecommunications,
885, Mednax, md,0.80%, Sunrise, FL, Health Care: Pharmacy and Other Services,
886, Equifax, efx,-0.05%, Atlanta, GA, Financial Data Services,
887, Standard Pacific, spf,-0.45%, Irvine, CA, Homebuilders,
888, Denbury Resources, dnr,1.75%, Plano, TX, Mining,
889, Cimarex Energy, xec,1.69%, Denver, CO, Mining,
890, Mutual of America Life Insurance, ,, New York, NY, Insurance: Life,
891, Guess, ges,1.71%, Los Angeles, CA, Apparel,
892, Post Holdings, post,3.61%, St.Louis, MO, Food Consumer Products,
893, HealthSouth, hls,0.75%, Birmingham, AL, Health Care: Medical Facilities,
894, Ferrellgas Partners, fgp,-0.22%, Overland Park, KS, Energy,
895, KB Home, kbh,-0.67%, Los Angeles, CA, Homebuilders,
896, Boston Properties, bxp,0.74%, Boston, MA, Real estate,
897, Trimble Navigation, trmb,0.97%, Sunnyvale, CA, Scientific,
898, Teledyne Technologies, tdy,0.79%, Thousand Oaks, CA, Scientific,
899, Acuity Brands, ayi,-0.21%, Atlanta, GA, Electronics,
900, Skechers U.S.A., skx,1.06%, Manhattan Beach, CA, Apparel,
901, Xilinx, xlnx,1.06%, San Jose, CA, Semiconductors and Other Electronic Components,
902, Plexus, plxs,0.80%, Neenah, WI, Semiconductors and Other Electronic Components,
903, Newfield Exploration, nfx,2.83%, The Woodlands, TX, Mining,
904, TransDigm Group, tdg,0.37%, Cleveland, OH, Aerospace and Defense,
905, Kar Auction Services, kar,0.98%, Carmel, IN, Wholesalers: Diversified,
906, Mueller Industries, mli,-0.82%, Memphis, TN, Industrial Machinery,
907, Zions Bancorp., zion,0.44%, Salt Lake City, UT, Commercial Banks,
908, Insperity, nsp,1.64%, Kingwood, TX, Diversified Outsourcing Services,
909, XPO Logistics, xpo,-0.82%, Greenwich, CT, Transportation and Logistics,
910, Sears Hometown & Outlet Stores, shos,-2.03%, Hoffman Estates, IL, Specialty Retailers: Other,
911, A.O.Smith, aos,0.62%, Milwaukee, WI, Electronics,
912, Alliance One International, aoi,1.81%, Morrisville, NC, Tobacco,
913, Take - Two Interactive Software, ttwo,-0.75%, New York, NY, Computer Software,
914, hhgregg, hgg,4.76%, Indianapolis, IN, Specialty Retailers: Other,
915, RPC, res,-0.54%, Atlanta, GA, Oil and Gas Equipment,
916, NewMarket, neu,0.84%, Richmond, VA, Chemicals,
917, Beacon Roofing Supply, becn,0.26%, Herndon, VA, Wholesalers: Diversified,
918, Edwards Lifesciences, ew,3.23%, Irvine, CA, Medical Products and Equipment,
919, Triple - S Management, gts,-0.41%, San Juan, PR, Health Care: Insurance and Managed Care,
920, Hawaiian Holdings, ha,2.65%, Honolulu, HI, Airlines,
921, Heartland Payment Systems, hpy,1.19%, Princeton, NJ, Financial Data Services,
922, Belden, bdc,1.13%, St.Louis, MO, Electronics,
923, Magellan Midstream Partners, mmp,-0.70%, Tulsa, OK, Pipelines,
924, Outerwall, outr,-0.89%, Bellevue, WA, Specialty Retailers: Other,
925, KapStone Paper & Packaging, ks,-0.15%, Northbrook, IL, Packaging,
926, Alliance Holdings, ahgp,-0.36%, Tulsa, OK, Mining,
927, Skyworks Solutions, swks,0.21%, Woburn, MA, Semiconductors and Other Electronic Components,
928, Ciena, cien,-1.12%, Hanover, MD, Network and Other Communications Equipment,
929, Granite Construction, gva,0.85%, Watsonville, CA, Engineering,
930, Education Management, edmc,-14.25%, Pittsburgh, PA, Education,
931, Party City Holdings, ,, Elmsford, NY, Specialty Retailers: Other,
932, HCP, hcp,0.59%, Irvine, CA, Real estate,
933, Parexel International, prxl,0.91%, Waltham, MA, Health Care: Pharmacy and Other Services,
934, Delta Tucker Holdings, ,, McLean, VA, Aerospace and Defense,
935, Pinnacle Entertainment, pnk,-0.05%, Las Vegas, NV, Hotels,0
936, Stifel Financial, sf,0.73%, St.Louis, MO, Securities,
937, Pool, pool,0.60%, Covington, LA, Wholesalers: Diversified,
938, Olin, oln,0.28%, Clayton, MO, Chemicals,
939, Knights of Columbus, ,, New Haven, CT, Insurance: Life,
940, PerkinElmer, pki,0.83%, Waltham, MA, Scientific,
941, Alexion Pharmaceuticals, alxn,2.26%, Cheshire, CT, Pharmaceuticals,
942, IHS, ihs,0.38%, Englewood, CO, Financial Data Services,
943, Oil States International, ois,0.97%, Houston, TX, Oil and Gas Equipment,
944, HNI, hni,1.54%, Muscatine, IA, Home Equipment,
945, LinkedIn, lnkd,0.71%, Mountain View, CA, Internet Services and Retailing,
946, Diplomat Pharmacy, dplo,-1.44%, Flint, MI, Food and Drug Stores,
947, Brocade Communications Systems, brcd,0.20%, San Jose, CA, Network and Other Communications Equipment,
948, Greenbrier Cos., gbx,-10.24%, Lake Oswego, OR, Transportation Equipment,
949, AMC Networks, amcx,2.02%, New York, NY, Entertainment,
950, Kemper, kmpr,2.46%, Chicago, IL, Insurance: Property and Casualty(Stock),
951, Ocwen Financial, ocn,1.21%, Atlanta, GA, Diversified Financials,
952, Public Storage, psa,1.10%, Glendale, CA, zMiscellaneous,
953, TriNet Group, tnet,-0.32%, San Leandro, CA, Diversified Outsourcing Services,
954, Chemtura, chmt,0.27%, Philadelphia, PA, Chemicals,
955, Symetra Financial, sya,1.47%, Bellevue, WA, Insurance: Life,
956, Tower International, towr,0.52%, Livonia, MI, Motor Vehicles and Parts,
957, Meritage Homes, mth,-1.34%, Scottsdale, AZ, Homebuilders,
958, MarkWest Energy Partners, mwe,-0.27%, Denver, CO, Pipelines,
959, Bio - Rad Laboratories, bio,0.74%, Hercules, CA, Medical Products and Equipment,
960, TrueBlue, tbi,0.58%, Tacoma, WA, Temporary Help,
961, Cabot Oil & Gas, cog,0.56%, Houston, TX, Mining,
962, Carpenter Technology, crs,1.34%, Wyomissing, PA, Metals,
963, Toro, ttc,-0.25%, Bloomington, MN, Construction and Farm Machinery,
964, American Equity Investment Life Holding, ael,2.47%, West Des Moines, IA, Insurance: Life,
965, Express, expr,1.09%, Columbus, OH, Specialty Retailers: Apparel,
966, Eastman Kodak, kodk,0.51%, Rochester, NY, Scientific,
967, Hain Celestial Group, hain,4.73%, Lake Success, NY, Food Consumer Products,
968, Nationstar Mortgage Holdings, nsm,-0.79%, Coppell, TX, Diversified Financials,
969, IDEX, iex,0.30%, Lake Forest, IL, Industrial Machinery,
970, Popular, bpop,1.11%, Hato Rey, PR, Commercial Banks,
971, Werner Enterprises, wern,-0.75%, Omaha, NE, Trucking,
972, Esterline Technologies, esl,0.27%, Bellevue, WA, Aerospace and Defense,
973, Intuitive Surgical, isrg,-0.17%, Sunnyvale, CA, Medical Products and Equipment,
974, Allison Transmission Holdings, alsn,-0.17%, Indianaoplis, IN, Motor Vehicles and Parts,
975, SemGroup, semg,-0.16%, Tulsa, OK, Pipelines,
976, Southwest Gas, swx,1.72%, Las Vegas, NV, Utilities: Gas and Electric,
977, G - III Apparel Group, giii,2.15%, New York, NY, Apparel,
978, National Fuel Gas, nfg,0.78%, Williamsville, NY, Utilities: Gas and Electric,
979, H.B.Fuller, ful,1.31%, St.Paul, MN, Chemicals,
980, Penn Mutual Life Insurance, ,, Horsham, PA, Insurance: Life,
981, RCS Capital, rcap,-0.28%, New York, NY, Securities,
982, Columbia Sportswear, colm,3.38%, Portland, OR, Apparel,
983, Amica Mutual Insurance, ,, Lincoln, RI, Insurance: Property and Casualty(Mutual),
984, Primoris Services, prim,1.45%, Dallas, TX, Engineering,
985, Energen, egn,-0.38%, Birmingham, AL, Mining,
986, Rexnord, rxn,1.21%, Milwaukee, WI, Industrial Machinery,
987, Seventy Seven Energy, sse,-3.19%, Oklahoma City, OK, Oil and Gas Equipment,
988, Waste Connections, wcn,0.25%, The Woodlands, TX, Waste Management,
989," Pep Boys - Manny, Moe & Jack", pby,0.43%, Philadelphia, PA,,
990, Harsco, hsc,0.72%, Camp Hill, PA, Metals,
991, Hovnanian Enterprises, hov,1.12%, Red Bank, NJ, Homebuilders,
992, Willbros Group, wg,-1.62%, Houston, TX, Oil and Gas Equipment,
993, Wendy 's, wen,0.18%, , Dublin, OH,
994, International Game Technology, igt,-1.19%, Las Vegas, NV, Industrial Machinery,
995, Synopsys, snps,0.54%, Mountain View, CA, Computer Software,
996, Universal American, uam,2.79%, White Plains, NY, Health Care: Insurance and Managed Care,
997, AAR, air,1.49%, Wood Dale, IL, Aerospace and Defense,
998, Selective Insurance Group, sigi,1.31%, Branchville, NJ, Insurance: Property and Casualty(Stock),
999, Gartner, it,1.09%, Stamford, CT, Information Technology Services,
1000, E * Trade Financial, etfc,0.77%, New York, NY, Securities,
